Physiographic Division,Physiographic Province,State,USGS Station No.,Site Name,Coordinates,,Drainage Area,, Bankfull Discharge,,Bankfull Width,,Bankfull Depth,,Bankfull Area,,Source
Intermontane Plateau ,Basin and Range,New Mexico,09460150,Frye Creek near Thatcher (AZ),32.743957,-109.838136,4.02,10.41,30.00,0.85,12.50,3.81,1.10,0.34,14.20,1.32,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09470500,San Pedro River near Palominas,31.380101,-110.111188,737.00,1908.82,1800.00,50.97,77.10,23.50,4.00,1.22,310.00,28.80,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09470900,San Pedro River Tributary near Bisbee,31.570095,-110.027299,7.12,18.44,70.00,1.98,24.40,7.44,0.90,0.27,21.40,1.99,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09471000,San Pedro River at Charleston,31.625926,-110.174523,1234.00,3196.05,2100.00,59.47,116.50,35.51,3.30,1.01,381.40,35.43,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09471550,San Pedro River near Tombstone,31.750922,-110.201188,1740.00,4506.58,2100.00,59.47,119.90,36.55,3.20,0.98,384.00,35.67,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09473000,Aravaipa Creek near Mammoth,32.844233,-110.630100,537.00,1390.82,1300.00,36.81,105.70,32.22,1.70,0.52,181.60,16.87,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09480000,Santa Cruz River near Lochiel,31.355378,-110.589526,82.20,212.90,937.00,26.53,67.30,20.51,2.10,0.64,141.80,13.17,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09480500,Santa Cruz River near Nogales,31.344544,-110.851474,533.00,1380.46,3517.00,99.59,182.50,55.63,2.40,0.73,431.60,40.10,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09481500,Sonoita Creek near Patagonia,31.499816,-110.818142,209.00,541.31,2000.00,56.63,110.80,33.77,2.00,0.61,218.90,20.34,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09482000,Santa Cruz River near Continental,31.871473,-110.980091,1682.00,4356.36,2986.00,84.55,145.00,44.20,3.60,1.10,528.30,49.08,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09484000,Sabino Creek near Tucson,32.316742,-110.810367,35.50,91.94,,,44.80,13.66,2.40,0.73,108.20,10.05,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09484560,Cienega Creek near Pantano,31.985638,-110.566467,289.00,748.51,1240.00,35.11,116.80,35.60,2.20,0.67,251.60,23.37,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09484590,Davidson Canyon Wash near Vail,31.993693,-110.645081,50.50,130.79,665.00,18.83,57.70,17.59,2.00,0.61,113.50,10.54,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09485000,Rincon Creek near Tucson,32.129523,-110.625914,44.80,116.03,768.00,21.75,55.60,16.95,2.10,0.64,19.10,1.77,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09486100,Canada del Oro near Oracle Junction,32.565073,-110.847325,42.30,109.56,330.00,9.34,37.70,11.49,1.60,0.49,61.70,5.73,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09486800,Altar Wash near Three Points,31.838972,-111.404269,463.00,1199.16,900.00,25.49,143.60,43.77,1.60,0.49,229.20,21.29,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09497980,Cherry Creek near Globe,33.827826,-110.856227,200.00,518.00,1200.00,33.98,76.00,23.16,4.30,1.31,328.00,30.47,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09498870,Rye Creek near Gisela,34.033374,-111.292355,122.00,315.98,1738.00,49.21,70.50,21.49,3.10,0.94,220.00,20.44,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09499000,Tonto Creek above Gun Creek near Roosevelt,33.980041,-111.303466,675.00,1748.24,5000.00,141.58,179.90,54.83,4.50,1.37,813.90,75.61,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09499500,Tonto Creek near Roosevelt,33.8667103,-111.3006866,841,2178.18,1176.50,109.30,187.01,57.00,3.02,0.92,564.03,52.4,Williams 1978
Intermontane Plateau ,Basin and Range,Arizona,09503700,Verde River near Paulden,34.895020,-112.342947,2507.00,6493.10,947.00,26.82,92.40,28.16,1.80,0.55,171.30,15.91,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09504000,Verde River near Clarkdale,34.852242,-112.065994,3503.00,9072.73,2400.00,67.96,123.70,37.70,3.10,0.94,380.50,35.35,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09505200,Wet Beaver Creek near Rimrock,34.674744,-111.672094,111.00,287.49,1185.00,33.56,90.00,27.43,2.70,0.82,245.00,22.76,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09505250,Red Tank Draw near Rimrock,34.695299,-111.714317,48.00,124.32,,,72.00,21.95,1.40,0.43,101.70,9.45,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09505350,Dry Beaver Creek near Rimrock,34.728631,-111.775708,142.00,367.78,1500.00,42.48,123.00,37.49,2.60,0.79,317.00,29.45,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09505800,West Clear Creek near Camp Verde,34.538636,-111.694036,241.00,624.19,2576.00,72.94,102.00,31.09,3.80,1.16,391.00,36.33,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09506000,Verde River near Camp Verde,34.448361,-111.789871,5009.00,12973.25,4225.00,119.64,171.00,52.12,4.70,1.43,799.00,74.23,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09507600,East Verde River near Pine,34.391697,-111.268747,6.34,16.42,115.00,3.26,25.20,7.68,1.20,0.37,30.50,2.83,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09510200,Sycamore Creek near Fort McDowell,33.694211,-111.541802,164.00,424.76,1300.00,36.81,89.10,27.16,2.30,0.70,191.30,17.77,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09512500,Agua Fria River near Mayer,34.315307,-112.064046,585.00,1515.14,2100.00,59.47,115.20,35.11,2.80,0.85,317.50,29.50,Moody et al. 2003
Intermontane Plateau ,Basin and Range,Arizona,09513780,New River near Rock Springs,33.974202,-112.099046,68.30,176.90,460.00,13.03,63.40,19.32,1.80,0.55,11.00,1.02,Moody et al. 2003
Pacific Mountain System,Pacific Border,California,11160000,Soquel Creek at Soquel,36.991339,-121.955793,40.20,104.12,1827.50,51.75,54.32,16.56,6.54,1.99,368.38,34.22,Howell 2009
Pacific Mountain System,Pacific Border,California,11160020,San Lorenzo River near Boulder,37.206611,-122.144964,6.17,15.98,383.80,10.87,23.85,7.27,1.65,0.50,108.41,10.07,Howell 2009
Pacific Mountain System,Pacific Border,California,11160500,San Lorenzo River at Big Trees,37.044393,-122.072464,106.00,274.54,5136.56,145.45,104.19,31.76,9.62,2.93,987.68,91.76,Howell 2009
Pacific Mountain System,Pacific Border,California,11162500,Pescadero Creek near Pescadero,37.260777,-122.328860,45.90,118.88,1352.16,38.29,52.53,16.01,5.92,1.80,312.07,28.99,Howell 2009
Pacific Mountain System,Pacific Border,Washington,12010000,Naselle River near Naselle,46.373994,-123.743482,54.80,141.93,2248.00,63.66,95.00,28.96,4.60,1.40,437.00,40.60,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Washington,12013500,Willapa River near Willapa,46.650934,-123.652658,130.00,336.70,1509.00,42.73,90.00,27.43,6.50,1.98,585.00,54.35,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Washington,12027500,Chehalis River near Grand Mound,46.775934,-123.035692,895.00,2318.04,12670.00,358.77,300.00,91.44,14.60,4.45,4380.00,406.92,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Washington,12031000,Chehalis River at Porter,46.939264,-123.314319,1294.00,3351.44,8443.00,239.08,280.00,85.34,16.60,5.06,4648.00,431.81,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Washington,12167000,North Fork Stillaguamish River near Arlington,48.261492,-122.047641,262.00,678.58,20630.00,584.18,260.00,79.25,8.90,2.71,2314.00,214.98,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12178000,Skagit River at Newhalem,48.671792,-121.246235,1175.00,3043.24,12770.00,361.61,210.00,64.01,8.70,2.65,1827.00,169.73,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12179000,Skagit River above Alma Creek near Marblemount,48.607345,-121.361516,1274.00,3299.64,15000.00,424.75,240.00,73.15,10.30,3.14,2472.00,229.66,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12181000,Skagit River at Marblemount,48.533731,-121.429850,1381.00,3576.77,15040.00,425.89,350.00,106.68,6.50,1.98,2275.00,211.35,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Washington,12200500,Skagit River near Mount Vernon,48.444828,-122.335437,3093.00,8010.83,39640.00,1122.48,600.00,182.88,16.30,4.97,9780.00,908.59,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12205000,North Fork Nooksack River below Cascade Creek near Glacier,48.905957,-121.844310,105.00,271.95,4527.00,128.19,90.00,27.43,5.60,1.71,504.00,46.82,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12209000,South Fork Nooksack River near Wickersham,48.664279,-122.133489,103.00,266.77,7606.00,215.38,125.00,38.10,6.00,1.83,750.00,69.68,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12210500,Nooksack River at Deming,48.810394,-122.204879,584.00,1512.55,11670.00,330.46,250.00,76.20,8.70,2.65,2175.00,202.06,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Washington,12213100,Nooksack River at Ferndale,48.844832,-122.589339,786.00,2035.73,9797.00,277.42,220.00,67.06,12.10,3.69,2662.00,247.31,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,12414500,St. Joe River at Calder,47.274640,-116.189049,1025.00,2654.74,12300.00,348.30,260.00,79.25,6.20,1.89,1612.00,149.76,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,12414900,St. Maries River near Santa,47.176297,-116.492662,273.00,707.07,2041.00,57.79,95.00,28.96,3.40,1.04,323.00,30.01,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Idaho,12422950,Hangman Creek near Tensed,47.189898,-117.017951,125.00,323.75,320.00,9.06,40.00,12.19,2.70,0.82,108.00,10.03,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Washington,12445000,Okanogan River near Tonasket,48.632375,-119.461723,7260.00,18803.31,7071.00,200.23,195.00,59.44,9.00,2.74,1755.00,163.04,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12447200,Okanogan River at Malott,48.281261,-119.704505,8080.00,20927.10,12800.00,362.46,245.00,74.68,11.10,3.38,2719.00,252.60,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12449500,Methow River at Twisp,48.365145,-120.116192,1301.00,3369.57,11570.00,327.63,200.00,60.96,6.30,1.92,1260.00,117.06,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12449950,Methow River near Pateros,48.077364,-119.985072,1772.00,4589.46,8897.00,251.93,110.00,33.53,5.50,1.68,605.00,56.21,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12452800,Entiat River near Ardenvoir,47.818462,-120.423144,203.00,525.77,1920.00,54.37,80.00,24.38,4.40,1.34,352.00,32.70,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Washington,12479500,Yakima River at Cle Elum,47.191231,-120.947027,502.00,1300.17,3520.00,99.68,270.00,82.30,4.40,1.34,1188.00,110.37,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Washington,12484500,Yakima River at Umtanum,46.862626,-120.480067,1594.00,4128.44,10700.00,302.99,220.00,67.06,7.30,2.23,1606.00,149.20,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Washington,12500450,Yakima River above Ahtanum Creek at Union Gap,46.534294,-120.467286,3479.00,9010.57,8037.00,227.58,230.00,70.10,7.20,2.19,1656.00,153.85,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Washington,12510500,Yakima River at Kiona,46.253467,-119.478079,5615.00,14542.78,7214.00,204.28,250.00,76.20,5.50,1.68,1375.00,127.74,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,13135500,Big Wood River near Ketchum,43.786297,-114.425055,137.00,354.83,,,,,,,,,King et al. 2004
Rocky Mountain System,Northern Rocky Mountains,Idaho,13185000,Boise River near Twin Springs,43.668056,-115.725278,832.00,2154.87,3342.00,94.63,180.00,54.86,4.40,1.34,792.00,73.58,"Castro and Jackson 2001, D50 from King et al. 2004"
Rocky Mountain System,Northern Rocky Mountains,Idaho,13186000,South Fork Boise River near Featherville,43.495833,-115.308056,641.00,1660.18,2406.00,68.13,125.00,38.10,3.80,1.16,475.00,44.13,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,13200000,Mores Creek above Robie Creek near Arrowrock Dam,43.648056,-115.989722,397.00,1028.23,932.00,26.39,75.00,22.86,2.90,0.88,214.00,19.88,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,13235000,South Fork Payette River at Lowman,44.085278,-115.622222,446.00,1155.13,4763.00,134.87,155.00,47.24,5.30,1.62,821.00,76.27,"Castro and Jackson 2001, D50 from King et al. 2004"
Rocky Mountain System,Northern Rocky Mountains,Idaho,13239000,North Fork Payette River at McCall,44.907222,-116.119167,144.00,372.96,2707.00,76.65,60.00,18.29,3.40,1.04,204.00,18.95,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,13240000,Lake Fork Payette River above Jumbo Creek near McCall,44.913611,-115.997222,48.90,126.65,394.00,11.16,95.00,28.96,3.90,1.19,370.00,34.37,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Idaho,13258500,Weiser River near Cambridge,44.579444,-116.643333,597.00,1546.22,1327.00,37.58,70.00,21.34,3.60,1.10,252.00,23.41,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Idaho,13266000,Weiser River near Weiser,44.270000,-116.772222,1450.00,3755.48,4016.00,113.72,220.00,67.06,3.40,1.04,748.00,69.49,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,13292200,Salmon River at Head near Obsidian,43.884073,-114.763957,17.50,45.32,360.00,10.19,40.00,12.19,1.80,0.55,72.00,6.69,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13292400,Beaver Creek near Stanley,43.919350,-114.814237,15.00,38.85,194.00,5.49,33.00,10.06,1.20,0.37,39.60,3.68,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13292500,Salmon River above Lost Creek near Obsidian,43.965740,-114.801182,94.70,245.27,,,,,,,,,King et al. 2004
Rocky Mountain System,Northern Rocky Mountains,Idaho,13293200,Champion Creek near Obsidian,44.021667,-114.833889,17.50,45.32,195.00,5.52,25.00,7.62,1.20,0.37,30.00,2.79,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13293400,Fourth of July Creek at Mouth near Obsidian,44.030278,-114.833333,18.50,47.91,207.00,5.86,25.00,7.62,1.50,0.46,39.00,3.62,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13295000,Valley Creek at Stanley ,44.222500,-114.931111,147.00,380.73,1000.00,28.32,80.00,24.38,2.50,0.76,200.00,18.58,"Emmett 1975, slope from King et al. 2004"
Rocky Mountain System,Northern Rocky Mountains,Idaho,13295650,Basin Creek near Stanley,44.262966,-114.818413,51.00,132.09,475.00,13.45,32.00,9.75,2.70,0.82,86.40,8.03,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13296000,Yankee Fork Salmon River near Clayton,44.278889,-114.733889,189.00,489.51,712.00,20.16,53.00,16.15,3.20,0.98,169.60,15.76,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13296500,Salmon River below Yankee Fork near Clayton,44.268333,-114.732778,807.00,2090.12,3600.00,101.94,120.00,36.58,6.80,2.07,816.00,75.81,"Castro and Jackson 2001, D50 and D84 from Emmett 1975"
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297000,Warm Springs Creek at Robinson Bar near Clayton,44.247500,-114.678333,81.00,209.79,604.00,17.10,45.00,13.72,1.70,0.52,76.50,7.11,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297100,Peach Creek near Clayton,44.263802,-114.648129,7.62,19.74,222.00,6.29,28.00,8.53,1.20,0.37,33.60,3.12,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297250,Slate Creek at Mouth near Clayton,44.255193,-114.564236,31.60,81.84,120.00,3.40,21.00,6.40,1.00,0.30,21.00,1.95,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297300,Holman Creek near Clayton,44.247693,-114.529512,6.10,15.80,97.20,2.75,9.00,2.74,1.50,0.46,13.50,1.25,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297310,Thompson Creek above Pat Hughes Creek near Clayton,44.290471,-114.557848,22.50,58.27,206.00,5.83,33.00,10.06,1.20,0.37,39.60,3.68,"Emmett 1975, slope from King et al. 2004"
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297320,Pat Hughes Creek near Clayton,44.288249,-114.547848,2.50,6.47,53.80,1.52,16.00,4.88,0.80,0.24,12.80,1.19,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297330,Thompson Creek near Clayton,44.270278,-114.516667,29.10,75.37,137.00,3.88,28.00,8.53,1.10,0.34,31.00,2.88,"Castro and Jackson 2001, D50 and D84 from Emmett 1975"
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297340,Squaw Creek above Bruno Creek near Clayton,44.301306,-114.477568,60.00,155.40,328.00,9.29,30.00,9.14,2.10,0.64,63.00,5.85,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297350,Bruno Creek near Clayton,44.297500,-114.481389,6.29,16.29,53.30,1.51,8.00,2.44,0.90,0.27,7.20,0.67,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297355,Squaw Creek below Bruno Creek near Clayton,44.290833,-114.471667,71.60,185.44,154.00,4.36,36.00,10.97,1.40,0.43,49.00,4.55,"Castro and Jackson 2001, D50 from King et al. 2004"
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297360,Squaw Creek near Clayton,44.259722,-114.457500,80.00,207.20,457.00,12.94,28.00,8.53,2.40,0.73,67.20,6.24,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297380,Salmon River above east Fork near Clayton,44.266308,-114.327005,1200.00,3107.99,5128.00,145.21,165.00,50.29,4.20,1.28,693.00,64.38,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297384,South Fork of East Fork Salmon River above West Fork near Clayton,43.928799,-114.555062,16.50,42.73,313.00,8.86,29.00,8.84,1.80,0.55,52.20,4.85,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297388,West Fork of East Fork Salmon River above South Fork near Clayton ,43.929354,-114.555895,9.10,23.57,124.00,3.51,14.00,4.27,1.70,0.52,23.80,2.21,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297396,West Pass Creek near Clayton,43.985190,-114.488394,26.60,68.89,219.00,6.20,23.00,7.01,1.70,0.52,39.10,3.63,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297400,East Fork Salmon River below Bowery RS near Clayton,44.006301,-114.480894,75.60,195.80,894.00,25.32,49.00,14.94,2.40,0.73,117.60,10.93,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297404,Germania Creek near Clayton,44.039080,-114.462006,51.00,132.09,410.00,11.61,32.00,9.75,2.00,0.61,64.00,5.95,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297418,Wickiup Creek near Clayton,44.072692,-114.460340,6.10,15.80,67.20,1.90,7.00,2.13,1.20,0.37,8.40,0.78,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297425,East Fork Salmon River below Wickiup Creek near Clayton,44.082692,-114.449784,172.00,445.48,1100.00,31.15,44.00,13.41,2.50,0.76,110.00,10.22,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297440,Little Boulder Creek above Baker Lake near Clayton,44.058246,-114.532564,3.30,8.55,59.70,1.69,17.00,5.18,0.90,0.27,15.30,1.42,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297445,Little Boulder Creek below Boulder Chain Lake Outler near Clayton,44.065468,-114.538397,12.20,31.60,269.00,7.62,32.00,9.75,2.40,0.73,76.80,7.13,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297450,Little Boulder Creek near Clayton,44.099167,-114.446667,18.40,47.66,315.00,8.92,44.00,13.41,1.30,0.40,57.20,5.31,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297480,Big Boulder Creek at Livingston Mill near Clayton,44.129636,-114.523676,9.30,24.09,185.00,5.24,42.00,12.80,1.00,0.30,42.00,3.90,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297485,Jim Creek at Livingston Mill near Clayton,44.131580,-114.529510,5.50,14.24,79.60,2.25,9.00,2.74,1.30,0.40,11.70,1.09,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297500,Big Buolder Creek near Clayton,44.115278,-114.441389,26.90,69.67,221.00,6.26,20.00,6.10,1.60,0.49,32.00,2.97,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297530,Big Lake Creek near Clayton,44.158250,-114.379505,31.00,80.29,242.00,6.85,23.00,7.01,1.50,0.46,34.50,3.21,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297600,Herd Creek near Clayton,44.152974,-114.299224,117.00,303.03,588.00,16.65,28.00,8.53,2.50,0.76,70.00,6.50,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297670,Road Creek above Horse Basin Creek near Clayton,44.176587,-114.201720,84.98,220.10,37.40,1.06,9.00,2.74,1.30,0.40,11.70,1.09,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297680,Horse Basin Creek near Clayton,44.177698,-114.202831,32.60,84.43,18.90,0.54,9.00,2.74,1.00,0.30,9.00,0.84,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13297700,Road Creek near Clayton,44.187419,-114.286724,85.00,220.15,85.60,2.42,23.00,7.01,1.20,0.37,27.60,2.56,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13298000,East Fork Salmon River near Clayton,44.224722,-114.286111,541.00,1401.18,1856.00,52.56,52.00,15.85,4.20,1.28,218.40,20.29,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13298500,Salmon River near Challis,44.378533,-114.255894,1800.00,4661.98,5498.00,155.69,165.00,50.29,4.90,1.49,808.50,75.11,Emmett 1975
Rocky Mountain System,Northern Rocky Mountains,Idaho,13305000,Lemhi River near Lemhi,44.940000,-113.639167,897.00,2323.22,932.00,26.39,60.00,18.29,2.60,0.79,159.00,14.77,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,13307000,Salmon River near Shoup,45.322500,-114.440000,6239.00,16158.94,,,,,,,,,King et al. 2004
Rocky Mountain System,Northern Rocky Mountains,Idaho,13309220,Middle Fork Salmon River at MF Lodge near Yellow Pine,44.721667,-115.016389,1042.00,2698.77,,,,,,,,,King et al. 2004
Rocky Mountain System,Northern Rocky Mountains,Idaho,13310520,Dollar Creek near Warm Lake near Cascade,44.720177,-115.695672,16.50,42.73,227.00,6.43,,,,,,,King et al. 2004
Rocky Mountain System,Northern Rocky Mountains,Idaho,13310565,Blackmare Creek near Poverty Flat near Cascade,44.821845,-115.704840,17.60,45.58,167.00,4.73,,,,,,,King et al. 2004
Rocky Mountain System,Northern Rocky Mountains,Idaho,13310660,Little Buckhorn Creek near Krassel Ranger Station,44.912677,-115.750676,6.31,16.34,,,,,,,,,King et al. 2004
Rocky Mountain System,Northern Rocky Mountains,Idaho,13310670,West Fork Buckhorn Creek near Krassel Ranger Station,44.916844,-115.743454,22.70,58.79,202.00,5.72,,,,,,,King et al. 2004
Rocky Mountain System,Northern Rocky Mountains,Idaho,13310690,South Fork Salmon River at Krassel Ranger Station,44.969345,-115.731510,326.00,844.34,2500.00,70.79,,,,,,,King et al. 2004
Rocky Mountain System,Northern Rocky Mountains,Idaho,13310700,South Fork Salmon River near Krassel Ranger Station,44.986944,-115.725000,330.00,854.70,2878.00,81.50,115.00,35.05,5.40,1.65,621.00,57.69,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,13311000,East Fork of South Fork Salmon River near Stibnite,44.905741,-115.329276,19.30,49.99,338.00,9.57,36.00,10.97,1.80,0.55,65.00,6.04,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,13313000,Johnson Creek at Yellow Pine,44.961667,-115.500000,218.00,564.62,2680.00,75.89,100.00,30.48,4.20,1.28,420.00,39.02,"Castro and Jackson 2001, D50 from King et al. 2004"
Rocky Mountain System,Northern Rocky Mountains,Idaho,13316500,Little Salmon River at Riggins,45.413056,-116.325278,576.00,1491.83,3269.00,92.57,84.00,25.60,4.00,1.22,336.00,31.22,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Oregon,13333000,Grande Ronde River at Troy,45.945702,-117.451009,3275.00,8482.21,11160.00,316.02,200.00,60.96,5.80,1.77,1160.00,107.77,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Washington,13334700,Asotin Creek below Kearney Gulch near Asotin,46.326269,-117.152661,170.00,440.30,528.00,14.95,28.00,8.53,2.20,0.67,62.00,5.76,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,13336500,Selway River near Lowell,46.086667,-115.513889,1915.00,4959.83,18860.00,534.06,310.00,94.49,8.40,2.56,2604.00,241.92,"Castro and Jackson 2001, D50 from King et al. 2004"
Rocky Mountain System,Northern Rocky Mountains,Idaho,13337000,Lochsa River near Lowell,46.150833,-115.587222,1178.00,3051.01,18190.00,515.08,280.00,85.34,7.80,2.38,2184.00,202.90,"Castro and Jackson 2001, D50 from King et al. 2004"
Intermontane Plateau ,Columbia Plateau,Idaho,13338500,South Fork Clearwater River at Stites,46.086389,-115.976667,1168.00,3025.11,5395.00,152.77,200.00,60.96,4.50,1.37,900.00,83.61,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Idaho,13339500,Lolo Creek near Greer,46.371667,-116.162500,243.00,629.37,1311.00,37.12,75.00,22.86,3.70,1.13,277.00,25.73,Castro and Jackson 2001
Rocky Mountain System,Northern Rocky Mountains,Idaho,13340600,North Fork Clearwater River near Canyon Ranger Station,46.840556,-115.621111,1296.00,3356.62,12910.00,365.57,300.00,91.44,8.70,2.65,2610.00,242.48,"Castro and Jackson 2001, D50 from King et al. 2004"
Intermontane Plateau ,Columbia Plateau,Washington,13344500,Tucannon River near Starbuck,46.505422,-118.066339,431.00,1116.28,929.00,26.31,45.00,13.72,2.40,0.73,108.00,10.03,Castro and Jackson 2001
